Transcript ID,Ensemble Gene ID,Gene Symbol,FC Injured-Resident vs Uninjured-Resident: Uninjured-Resident,FC Injured-Resident vs Uninjured-Resident: Injured-Resident,FC Injured-Repopulated vs Injured-Resident: Injured-Resident,FC Injured-Repopulated vs Injured-Resident: Injured-Repopulated,FC Injured-Repopulated vs Uninjured-Repopulated: Uninjured-Repopulated,FC Injured-Repopulated vs Uninjured-Repopulated: Injured-Repopulated,FC Uninjured-Repopulated vs Uninjured-Resident: Uninjured-Resident,FC Uninjured-Repopulated vs Uninjured-Resident: Uninjured-Repopulated,Adj-p Injured-Resident vs Uninjured-Resident,Adj-p Injured-Repopulated vs Injured-Resident,Adj-p Injured-Repopulated vs Uninjured-Repopulated,Adj-p Uninjured-Repopulated vs Uninjured-Resident, 
ENSMUST00000075172.11,ENSMUSG00000000244.17,Tspan32,1,1.1290,1,0.9014,1,0.7807,1,1.3035,0.9999,0.9259,0.9999,0.9051,
ENSMUST00000075175.11,ENSMUSG00000058833.11,Rex1bd,1,0.8449,1,1.1956,1,0.9387,1,1.0762,0.9999,0.6897,0.9999,0.9805,
ENSMUST00000075181.10,ENSMUSG00000040268.17,Plekha1,1,0.6881,1,1.1297,1,0.7725,1,1.0063,0.9999,0.8869,0.9999,0.9978,
ENSMUST00000075221.2,ENSMUSG00000058755.3,Osm,1,1.1059,1,0.9276,1,0.7515,1,1.3651,0.9999,0.8837,0.8319,0.4732,
ENSMUST00000075242.6,ENSMUSG00000073676.4,Hspe1,1,1.1864,1,1.0318,1,1.0524,1,1.1632,0.9999,0.9557,0.9999,0.8289,
ENSMUST00000075253.12,ENSMUSG00000024055.15,Cyp4f13,1,0.9244,1,0.8406,1,1.0917,1,0.7117,0.9999,0.1911,0.9999,0.0618,
ENSMUST00000075255.5,ENSMUSG00000069206.14,Zfp874a,1,0.8452,1,1.0708,1,1.3104,1,0.6907,0.9999,0.9689,0.9999,0.8822,
ENSMUST00000075280.11,ENSMUSG00000034321.14,Exosc1,1,1.0054,1,1.0213,1,0.9163,1,1.1207,0.9999,0.9875,0.9999,0.9711,
ENSMUST00000075281.7,ENSMUSG00000007411.16,Mark3,1,1.1230,1,0.8898,1,1.6200,1,0.6168,0.9999,0.8036,0.2835,0.1682,
ENSMUST00000075299.12,ENSMUSG00000033871.14,Ppargc1b,1,2.2941,1,1.1889,1,0.7945,1,3.4328,0.6128,0.8633,0.9999,0.0242,
ENSMUST00000075303.6,ENSMUSG00000058979.7,Hdhd5,1,0.9277,1,0.9402,1,1.3538,1,0.6443,0.9999,0.9597,0.9999,0.6719,
ENSMUST00000075304.13,ENSMUSG00000041488.16,Stx3,1,1.1512,1,0.5436,1,0.4675,1,1.3386,0.9999,0.9999,0.9999,0.9760,
ENSMUST00000075312.4,ENSMUSG00000061808.4,Ttr,1,1.7889,1,1.5613,1,5.7069,1,0.4894,0.9999,0.9999,0.4137,0.8711,
ENSMUST00000075363.9,ENSMUSG00000028937.14,Acot7,1,1.6305,1,0.8292,1,1.3559,1,0.9970,0.9999,0.8320,0.9999,0.9990,
ENSMUST00000075406.11,ENSMUSG00000033253.18,Szt2,1,1.7697,1,0.7195,1,0.2911,1,4.3736,0.9999,0.9999,0.6030,0.2180,
ENSMUST00000075418.14,ENSMUSG00000046027.17,Stard5,1,0.8340,1,1.0815,1,1.3821,1,0.6526,0.9999,0.9268,0.9999,0.5431,
ENSMUST00000075447.13,ENSMUSG00000062300.14,Nectin2,1,1.2159,1,1.0707,1,0.7825,1,1.6638,0.9999,0.9239,0.9999,0.2169,
ENSMUST00000075448.12,ENSMUSG00000028565.18,Nfia,1,0.6130,1,1.1191,1,1.7761,1,0.3863,0.9999,0.9239,0.8697,0.1251,
ENSMUST00000075451.11,ENSMUSG00000016481.15,Cr1l,1,0.9774,1,1.0344,1,1.2277,1,0.8235,0.9999,0.9359,0.7559,0.5551,
ENSMUST00000075452.6,ENSMUSG00000029229.8,Chic2,1,0.8831,1,1.1134,1,1.1503,1,0.8549,0.9999,0.5410,0.9999,0.6596,
ENSMUST00000075453.8,ENSMUSG00000041453.12,Rpl21,1,1.0515,1,1.1865,1,0.7170,1,1.7400,0.9999,0.4679,0.4606,0.0121,
ENSMUST00000075491.13,ENSMUSG00000019428.16,Fkbp8,1,0.9506,1,0.9591,1,0.8742,1,1.0429,0.9999,0.9136,0.9999,0.9789,
ENSMUST00000075510.11,ENSMUSG00000042625.16,Safb2,1,1.0137,1,1.1548,1,0.9300,1,1.2587,0.9999,0.7210,0.9999,0.7791,
ENSMUST00000075540.7,ENSMUSG00000058298.10,Mcm9,1,0.8339,1,1.8187,1,0.9420,1,1.6100,0.9999,0.9999,0.9999,0.9898,
ENSMUST00000075578.6,ENSMUSG00000031974.8,Abcb10,1,0.7789,1,1.0097,1,0.9071,1,0.8671,0.9999,0.9940,0.9999,0.9275,
ENSMUST00000075588.12,ENSMUSG00000010751.15,Tnfrsf22,1,0.6803,1,1.6054,1,1.6378,1,0.6668,0.9999,0.6956,0.9999,0.9344,
ENSMUST00000075602.7,ENSMUSG00000070713.5,Gm10282,1,1.0000,1,0.7409,1,1.0741,1,0.6898,1.0000,0.9999,0.9999,0.7929,
ENSMUST00000075610.12,ENSMUSG00000063179.13,Pstk,1,1.8248,1,1.0801,1,1.4191,1,1.3889,0.8285,0.9434,0.9999,0.8170,
ENSMUST00000075639.10,ENSMUSG00000063458.13,Lrmda,1,1.0042,1,1.3863,1,1.1197,1,1.2433,0.9999,0.2006,0.9999,0.8474,
ENSMUST00000075641.9,ENSMUSG00000057113.13,Npm1,1,0.8966,1,1.3276,1,0.8268,1,1.4396,0.9999,0.1746,0.9999,0.3579,
ENSMUST00000075650.6,ENSMUSG00000034437.8,Gm9761,1,0.8652,1,0.6440,1,1.6395,1,0.3399,0.9999,0.9999,0.9999,0.2540,
ENSMUST00000075657.7,ENSMUSG00000063801.7,Ap3s2,1,0.9662,1,0.7583,1,0.9489,1,0.7722,0.9999,0.2769,0.9999,0.7392,
ENSMUST00000075666.7,ENSMUSG00000058301.8,Upf1,1,0.8588,1,0.8100,1,0.6480,1,1.0735,0.9999,0.8215,0.9999,0.9909,
ENSMUST00000075667.4,ENSMUSG00000041775.7,Mapk1ip1,1,0.8842,1,1.1207,1,1.1699,1,0.8470,0.9999,0.8515,0.9999,0.9193,
ENSMUST00000075671.4,ENSMUSG00000030722.7,Nfatc2ip,1,0.6995,1,1.1209,1,0.9130,1,0.8587,0.9999,0.9999,0.9999,0.9795,
ENSMUST00000075686.6,ENSMUSG00000057134.6,Ado,1,0.9679,1,0.8616,1,1.0184,1,0.8189,0.9999,0.4164,0.9999,0.5970,
ENSMUST00000075689.6,ENSMUSG00000063268.12,Parp10,1,1.2187,1,1.1103,1,0.6608,1,2.0479,0.9999,0.8878,0.8252,0.0808,
ENSMUST00000075693.11,ENSMUSG00000057375.13,Yipf1,1,0.9347,1,1.0214,1,1.0975,1,0.8699,0.9999,0.9621,0.9999,0.7609,
ENSMUST00000075723.6,ENSMUSG00000062933.7,Gm10123,1,0.9372,1,1.1503,1,0.9477,1,1.1376,0.9999,0.6631,0.9999,0.9120,
ENSMUST00000075724.8,ENSMUSG00000036120.10,Rfxank,1,0.7340,1,0.9178,1,0.8947,1,0.7529,0.9999,0.8726,0.9999,0.6217,
ENSMUST00000075738.5,ENSMUSG00000036751.7,Cox6b1,1,0.9510,1,0.9608,1,0.9731,1,0.9389,0.9999,0.9508,0.9999,0.9773,
ENSMUST00000075759.12,ENSMUSG00000026842.16,Abl1,1,1.3274,1,0.7035,1,0.7625,1,1.2246,0.9999,0.6713,0.9999,0.9668,
ENSMUST00000075767.13,ENSMUSG00000026657.17,Frmd4a,1,1.1413,1,0.9883,1,0.9502,1,1.1870,0.9999,0.9892,0.9999,0.8248,
ENSMUST00000075774.4,ENSMUSG00000045136.6,Tubb2b,1,0.9840,1,0.6085,1,0.8258,1,0.7251,0.9999,0.1335,0.9999,0.8214,
ENSMUST00000075812.10,ENSMUSG00000057406.16,Nsd2,1,1.8235,1,1.0372,1,0.9048,1,2.0902,0.9999,0.9940,0.9999,0.8608,
ENSMUST00000075827.4,ENSMUSG00000002799.6,Jag2,1,1.7036,1,0.6229,1,0.9619,1,1.1032,0.9999,0.3076,0.9999,0.9849,
ENSMUST00000075829.2,ENSMUSG00000062981.5,Mrpl42,1,0.8195,1,0.8689,1,0.6083,1,1.1705,0.9999,0.9574,0.9999,0.9875,
ENSMUST00000075845.10,ENSMUSG00000058230.12,Arhgap35,1,1.5745,1,0.7194,1,1.4504,1,0.7810,0.9999,0.6302,0.9999,0.9396,
ENSMUST00000075853.5,ENSMUSG00000062248.5,Cks2,1,1.0513,1,0.8965,1,0.9058,1,1.0405,0.9999,0.8506,0.9999,0.9916,
ENSMUST00000075856.10,ENSMUSG00000054611.17,Kdm2a,1,0.9141,1,1.0284,1,0.8505,1,1.1053,0.9999,0.9872,0.9999,0.9832,
ENSMUST00000075872.3,ENSMUSG00000062627.9,Mysm1,1,0.7422,1,1.1423,1,1.9003,1,0.4461,0.9999,0.9649,0.9999,0.8188,
ENSMUST00000075895.8,ENSMUSG00000003464.13,Pex19,1,1.0444,1,1.0103,1,1.0292,1,1.0252,0.9999,0.9882,0.9999,0.9915,
ENSMUST00000075896.6,ENSMUSG00000056820.7,Tsnax,1,0.8980,1,1.0632,1,0.9025,1,1.0580,0.9999,0.8891,0.9999,0.9760,
ENSMUST00000075916.7,ENSMUSG00000029587.16,Zfp12,1,0.9108,1,0.6101,1,0.5908,1,0.9406,0.9999,0.4687,0.9999,0.9929,
ENSMUST00000075922.10,ENSMUSG00000003847.16,Nfat5,1,0.6938,1,1.0956,1,0.7771,1,0.9782,0.9999,0.9999,0.9999,0.9947,
ENSMUST00000075924.7,ENSMUSG00000063334.16,Krr1,1,1.0197,1,1.0904,1,0.9647,1,1.1526,0.9999,0.9239,0.9999,0.9610,
ENSMUST00000075941.11,ENSMUSG00000043154.15,Ppp2r3a,1,0.9215,1,0.7000,1,1.0375,1,0.6217,0.9999,0.7777,0.9999,0.8850,
ENSMUST00000075954.8,ENSMUSG00000059669.8,Taf1b,1,0.9291,1,1.0625,1,0.9209,1,1.0720,0.9999,0.9212,0.9999,0.9773,
ENSMUST00000075968.13,ENSMUSG00000062169.13,Cnih4,1,1.2574,1,0.5747,1,0.5460,1,1.3234,0.9999,0.9999,0.9999,0.9898,
ENSMUST00000075980.11,ENSMUSG00000020895.14,Tmem107,1,1.7275,1,0.5430,1,0.6342,1,1.4790,0.9999,1.00E+00,0.9999,0.9695,
ENSMUST00000075995.6,ENSMUSG00000030319.8,Cand2,1,1.3701,1,0.4602,1,0.5185,1,1.2159,0.9999,0.3077,0.9999,0.9801,
ENSMUST00000076022.6,ENSMUSG00000017264.16,Exosc10,1,0.4759,1,0.6960,1,0.7247,1,0.4570,0.9999,0.9999,0.9999,0.9647,
ENSMUST00000076034.7,ENSMUSG00000059479.7,B3gnt8,1,1.5493,1,1.3316,1,0.3953,1,5.2192,0.9999,0.8838,0.9530,0.1668,
ENSMUST00000076046.6,ENSMUSG00000059326.7,Csf2ra,1,1.0671,1,1.4487,1,0.7172,1,2.1556,0.9999,9.68E-05,0.1364,2.27E-08,
ENSMUST00000076051.11,ENSMUSG00000032754.14,Slc8b1,1,0.9163,1,1.0873,1,1.0614,1,0.9387,0.9999,0.9367,0.9999,0.9894,
ENSMUST00000076052.7,ENSMUSG00000061119.7,Prcp,1,1.1577,1,0.9948,1,0.8365,1,1.3768,0.9999,0.9958,0.9999,0.4358,
ENSMUST00000076060.11,ENSMUSG00000016763.15,Scube1,1,0.8591,1,0.7147,1,0.9328,1,0.6583,0.9999,0.9999,0.9999,0.9688,
ENSMUST00000076070.8,ENSMUSG00000022635.9,Zcrb1,1,0.9553,1,1.0470,1,1.1068,1,0.9037,0.9999,0.9519,0.9999,0.9636,
ENSMUST00000076085.3,ENSMUSG00000035173.14,Ccdc186,1,0.6476,1,1.3454,1,2.4254,1,0.3592,0.9999,0.9093,0.9999,0.7606,
ENSMUST00000076091.3,ENSMUSG00000060034.5,Ctf2,1,0.6904,1,0.7701,1,1.2448,1,0.4271,0.9999,0.9999,0.9999,0.8033,
ENSMUST00000076095.13,ENSMUSG00000025856.15,Pdgfa,1,1.0702,1,1.4129,1,1.0369,1,1.4583,0.9999,0.0986,0.9999,0.4117,
ENSMUST00000076110.10,ENSMUSG00000026484.13,Rnf2,1,0.9004,1,0.9921,1,1.2015,1,0.7435,0.9999,0.9909,0.9254,0.2039,
ENSMUST00000076123.11,ENSMUSG00000071291.10,Zfp58,1,0.9933,1,1.0605,1,1.0405,1,1.0125,0.9999,0.9622,0.9999,0.9965,
ENSMUST00000076169.3,ENSMUSG00000021704.8,Mtx3,1,0.7333,1,1.0580,1,1.1756,1,0.6599,0.9999,0.9999,0.9999,0.9275,
ENSMUST00000076219.5,ENSMUSG00000041360.8,Pum3,1,0.9835,1,1.4155,1,0.6462,1,2.1544,0.9999,0.4999,0.9927,0.2192,
ENSMUST00000076224.11,ENSMUSG00000079020.9,Slc45a4,1,0.9871,1,1.2058,1,0.9316,1,1.2776,0.9999,0.4859,0.9999,0.6778,
ENSMUST00000076226.12,ENSMUSG00000030451.16,Herc2,1,1.1299,1,0.9061,1,0.8409,1,1.2176,0.9999,0.6034,0.8564,0.4549,
ENSMUST00000076228.2,ENSMUSG00000061979.8,Rcc1l,1,1.1961,1,0.9407,1,1.2021,1,0.9360,0.9999,0.9434,0.9999,0.9841,
ENSMUST00000076249.5,ENSMUSG00000062488.9,Ifit3b,1,1.9462,1,3.6020,1,0.5053,1,13.8725,0.9999,0.0003,0.8683,2.95E-07,
ENSMUST00000076251.6,ENSMUSG00000074405.8,Zfp865,1,0.6024,1,0.7637,1,0.9671,1,0.4757,0.9999,0.9999,0.9999,0.8376,
ENSMUST00000076260.11,ENSMUSG00000062352.15,Itgb1bp1,1,1.0138,1,0.8673,1,1.3547,1,0.6490,0.9999,0.9239,0.9999,0.8652,
ENSMUST00000076264.7,ENSMUSG00000062761.7,Zfp512,1,0.6936,1,1.0932,1,1.2721,1,0.5960,0.9999,0.8913,0.9999,0.2146,
ENSMUST00000076265.12,ENSMUSG00000036572.16,Upf3b,1,1.5111,1,1.1773,1,1.1947,1,1.4891,0.9999,0.9204,0.9999,0.9083,
ENSMUST00000076270.12,ENSMUSG00000020817.16,Rabep1,1,1.7677,1,1.1292,1,0.9238,1,2.1608,0.6576,0.8655,0.9999,0.0632,
ENSMUST00000076313.13,ENSMUSG00000061136.16,Prpf40a,1,1.3775,1,0.9006,1,1.0315,1,1.2027,0.9999,0.9268,0.9999,0.9595,
ENSMUST00000076316.5,ENSMUSG00000037148.8,Arhgap10,1,0.9825,1,1.8399,1,0.9279,1,1.9482,0.9999,0.9999,0.9999,0.9999,
ENSMUST00000076325.11,ENSMUSG00000030557.17,Mef2a,1,0.7018,1,0.8647,1,1.4181,1,0.4280,0.9999,0.9675,0.9999,0.8497,
ENSMUST00000076354.12,ENSMUSG00000058254.12,Tspan7,1,0.9518,1,0.8366,1,1.0579,1,0.7527,0.9999,0.0514,0.9999,0.0449,
ENSMUST00000076362.11,ENSMUSG00000026254.17,Eif4e2,1,0.8713,1,0.9401,1,1.0385,1,0.7887,0.9999,0.8932,0.9999,0.6135,
ENSMUST00000076364.5,ENSMUSG00000058443.5,Rpl10-ps3,1,0.9363,1,1.1218,1,0.7788,1,1.3486,0.9999,0.8859,0.9999,0.8107,
ENSMUST00000076372.4,ENSMUSG00000068856.3,Sf3b4,1,0.8958,1,0.8863,1,1.1245,1,0.7060,0.9999,0.3932,0.9999,0.0170,
ENSMUST00000076373.7,ENSMUSG00000063696.7,Gm8730,1,0.6797,1,1.3565,1,0.9301,1,0.9912,0.9999,0.9999,0.9999,0.9987,
ENSMUST00000076383.7,ENSMUSG00000020271.17,Fbxw11,1,0.7365,1,1.0477,1,1.4391,1,0.5362,0.9999,0.9687,0.9999,0.2786,
ENSMUST00000076431.12,ENSMUSG00000026926.14,Pmpca,1,0.9461,1,0.9323,1,0.9356,1,0.9428,0.9999,0.8723,0.9999,0.9760,
ENSMUST00000076454.7,ENSMUSG00000005312.15,Ubqln1,1,1.0115,1,0.9394,1,0.9333,1,1.0180,0.9999,0.8574,0.9999,0.9928,
ENSMUST00000076463.11,ENSMUSG00000041762.16,Gpr155,1,0.9200,1,0.7948,1,0.9038,1,0.8090,0.9999,0.0868,0.9999,0.5436,
ENSMUST00000076493.10,ENSMUSG00000063652.10,Slc22a21,1,1.5141,1,1.3856,1,1.1665,1,1.7986,0.9999,0.9999,0.9999,0.8774,
ENSMUST00000076505.3,ENSMUSG00000060224.4,Pyroxd2,1,1.2797,1,1.0571,1,1.0048,1,1.3463,0.9999,0.9700,0.9999,0.8905,
ENSMUST00000076521.6,ENSMUSG00000026638.15,Irf6,1,0.9103,1,1.1483,1,0.3818,1,2.7377,0.9999,0.9999,0.9999,0.7555,
ENSMUST00000076532.13,ENSMUSG00000060147.15,Serpinb6a,1,0.7753,1,1.0210,1,1.3982,1,0.5662,0.9999,0.9929,0.9999,0.6575,
ENSMUST00000076541.12,ENSMUSG00000039298.16,Cdk5rap2,1,2.1685,1,1.0533,1,1.0748,1,2.1252,0.9999,0.9802,0.9999,0.5708,
ENSMUST00000076587.5,ENSMUSG00000117310.2,Ptp4a1,1,0.8435,1,0.9734,1,1.1353,1,0.7232,0.9999,0.9584,0.9999,0.1603,
ENSMUST00000076592.3,ENSMUSG00000047220.5,Ccdc36,1,0.6581,1,0.2056,1,0.2189,1,0.6181,0.9999,0.9999,0.6020,0.9398,
ENSMUST00000076615.5,ENSMUSG00000003575.13,Crtc1,1,0.9733,1,0.9157,1,0.6567,1,1.3571,0.9999,0.9061,0.7401,0.7397,
ENSMUST00000076623.7,ENSMUSG00000037999.13,Arap2,1,0.3696,1,0.8117,1,0.6108,1,0.4912,0.9999,0.9999,0.9999,0.8395,
ENSMUST00000076639.10,ENSMUSG00000001017.15,Chtop,1,0.7310,1,0.9815,1,0.6930,1,1.0353,0.9999,0.9958,0.9999,0.9957,
ENSMUST00000076657.10,ENSMUSG00000035674.13,Ndufa3,1,0.9870,1,0.8545,1,0.7948,1,1.0612,0.9999,0.7429,0.9999,0.9856,
ENSMUST00000076661.6,ENSMUSG00000016984.7,Etaa1,1,0.8513,1,1.1624,1,1.2983,1,0.7621,0.9999,0.8219,0.9999,0.8388,
ENSMUST00000076667.1,ENSMUSG00000058812.2,0610039K10Rik,1,0.8556,1,1.2144,1,1.2560,1,0.8272,0.9999,0.9999,0.9999,0.9789,
ENSMUST00000076694.12,ENSMUSG00000061904.12,Slc25a3,1,0.8968,1,0.9985,1,0.8247,1,1.0857,0.9999,0.9987,0.9800,0.9528,
ENSMUST00000076697.12,ENSMUSG00000061306.16,Slc38a10,1,2.4211,1,0.6509,1,0.9019,1,1.7473,0.9999,0.9999,0.9999,0.9789,
ENSMUST00000076698.12,ENSMUSG00000020570.15,Sypl,1,1.0560,1,0.7854,1,0.9352,1,0.8869,0.9999,0.5921,0.9999,0.9680,
ENSMUST00000076700.10,ENSMUSG00000018654.17,Ikzf1,1,0.8805,1,0.8853,1,1.0000,1,0.7795,0.9999,0.4377,1.0000,0.2179,
ENSMUST00000076715.12,ENSMUSG00000001911.16,Nfix,1,1.0658,1,1.5787,1,1.1549,1,1.4570,0.9999,0.6355,0.9999,0.9227,
ENSMUST00000076734.7,ENSMUSG00000046201.9,Scaf8,1,0.9369,1,0.9015,1,0.7787,1,1.0847,0.9999,0.8547,0.9999,0.9757,
ENSMUST00000076803.11,ENSMUSG00000027244.14,Atg13,1,0.9795,1,0.8745,1,1.0100,1,0.8481,0.9999,0.7822,0.9999,0.9062,
ENSMUST00000076813.7,ENSMUSG00000062054.7,Iah1,1,0.9357,1,1.0646,1,0.7830,1,1.2723,0.9999,0.9475,0.9999,0.8586,
ENSMUST00000076836.12,ENSMUSG00000026872.18,Zeb2,1,1.7146,1,0.5499,1,0.3688,1,2.5569,0.9999,0.9999,0.9999,0.9668,
ENSMUST00000076859.11,ENSMUSG00000028680.14,Plk3,1,1.1487,1,1.2470,1,1.0293,1,1.3916,0.9999,0.2027,0.9999,0.2541,
ENSMUST00000076891.6,ENSMUSG00000024982.10,Zdhhc6,1,2.2654,1,1.1095,1,1.7763,1,1.4151,0.9999,0.9999,0.9999,0.9363,
ENSMUST00000076894.10,ENSMUSG00000040782.12,Cop1,1,1.1648,1,0.9935,1,0.8585,1,1.3480,0.9999,0.9947,0.9999,0.5220,
ENSMUST00000076921.6,ENSMUSG00000057594.12,Arl16,1,0.5797,1,0.8395,1,0.5363,1,0.9074,0.9999,0.9999,0.9999,0.9937,
ENSMUST00000076922.5,ENSMUSG00000030921.17,Trim30a,1,1.5718,1,1.5153,1,0.7096,1,3.3563,0.7082,0.0458,0.8330,1.41E-06,
ENSMUST00000076941.11,ENSMUSG00000033222.16,Ttf2,1,0.5961,1,1.3323,1,0.7415,1,1.0710,0.9999,0.7604,0.9999,0.9916,
ENSMUST00000076949.12,ENSMUSG00000064037.13,Gpn1,1,1.1309,1,0.9592,1,1.0944,1,0.9913,0.9999,0.9470,0.9999,0.9957,
ENSMUST00000076957.6,ENSMUSG00000060166.6,Zdhhc8,1,1.0264,1,0.7848,1,0.9136,1,0.8816,0.9999,0.3405,0.9999,0.9383,
ENSMUST00000076961.8,ENSMUSG00000003380.11,Rabac1,1,0.8924,1,0.8218,1,1.0873,1,0.6745,0.9999,0.0437,0.9999,0.0033,
ENSMUST00000076991.6,ENSMUSG00000059920.9,4930453N24Rik,1,1.0349,1,0.9114,1,0.9574,1,0.9851,0.9999,0.8714,0.9999,0.9946,
ENSMUST00000076997.12,ENSMUSG00000057363.12,Uxs1,1,1.4634,1,1.0129,1,1.0055,1,1.4742,0.9999,0.9942,0.9999,0.7189,
ENSMUST00000077078.11,ENSMUSG00000020448.16,Rnf185,1,0.9485,1,0.8900,1,1.0493,1,0.8045,0.9999,0.5423,0.9999,0.4435,
ENSMUST00000077088.10,ENSMUSG00000030254.16,Rad18,1,2.7656,1,1.4357,1,1.8943,1,2.0961,0.9999,0.9999,0.9999,0.7796,
ENSMUST00000077128.12,ENSMUSG00000041225.16,Arhgap12,1,0.9570,1,0.6859,1,1.7981,1,0.3651,0.9999,0.8116,0.9999,0.5927,
ENSMUST00000077175.6,ENSMUSG00000034453.8,Polr3b,1,0.7175,1,1.2204,1,0.6818,1,1.2842,0.9999,0.8555,0.9999,0.9454,
ENSMUST00000077191.6,ENSMUSG00000064254.6,Ethe1,1,1.0796,1,1.4875,1,1.0743,1,1.4948,0.9999,0.0355,0.9999,0.3395,
ENSMUST00000077220.13,ENSMUSG00000033434.15,Gtpbp6,1,1.6974,1,1.1965,1,1.5266,1,1.3303,0.9999,0.8065,0.9657,0.8711,
ENSMUST00000077225.7,ENSMUSG00000063659.11,Zbtb18,1,0.6232,1,1.1946,1,0.7489,1,0.9941,0.9999,0.9476,0.9999,0.9990,
ENSMUST00000077235.3,ENSMUSG00000063897.3,,1,1.0066,1,1.0398,1,1.0191,1,1.0270,0.9999,0.9491,0.9999,0.9916,
ENSMUST00000077257.11,ENSMUSG00000015846.15,Rxra,1,0.9938,1,0.5979,1,0.9234,1,0.6435,0.9999,1.38E-06,0.9999,0.0381,
ENSMUST00000077271.8,ENSMUSG00000027774.16,Gfm1,1,0.7725,1,0.9388,1,1.1472,1,0.6321,0.9999,0.9475,0.9999,0.4480,
ENSMUST00000077273.8,ENSMUSG00000061731.9,Ext1,1,1.0440,1,1.1068,1,1.1192,1,1.0325,0.9999,0.8552,0.9999,0.9919,
ENSMUST00000077282.6,ENSMUSG00000054843.9,Atrnl1,1,9.5542,1,2.7755,1,1.0327,1,25.6775,0.6507,0.9999,0.9999,0.0251,
ENSMUST00000077290.8,ENSMUSG00000025823.9,Pdia4,1,1.0499,1,0.9759,1,1.0580,1,0.9684,0.9999,0.9488,0.9999,0.9808,
ENSMUST00000077303.3,ENSMUSG00000027303.18,Ptpra,1,0.9904,1,0.9855,1,0.9356,1,1.0432,0.9999,0.9597,0.9999,0.9527,
ENSMUST00000077338.11,ENSMUSG00000057229.11,Dmac2,1,0.8589,1,0.8742,1,0.8592,1,0.8739,0.9999,0.7625,0.9999,0.9310,
ENSMUST00000077340.13,ENSMUSG00000041926.15,Rnpep,1,1.1754,1,1.1490,1,1.1537,1,1.1706,0.9999,0.4306,0.9999,0.7271,
ENSMUST00000077353.14,ENSMUSG00000032126.16,Hmbs,1,0.9469,1,1.1621,1,1.1857,1,0.9281,0.9999,0.6588,0.9999,0.9733,
ENSMUST00000077367.10,ENSMUSG00000028048.11,Gba,1,1.0153,1,1.1174,1,0.8806,1,1.2883,0.9999,0.4445,0.9999,0.1373,
ENSMUST00000077376.2,ENSMUSG00000047635.6,2810006K23Rik,1,1.0000,1,0.8810,1,1.1337,1,0.7771,1.0000,0.8440,0.9999,0.8357,
ENSMUST00000077385.14,ENSMUSG00000061374.14,Fiz1,1,0.9253,1,0.8123,1,1.0348,1,0.7264,0.9999,0.2100,0.9999,0.2396,
ENSMUST00000077389.7,ENSMUSG00000057036.7,Gm7536,1,0.9805,1,1.4624,1,0.7515,1,1.9080,0.9999,0.0166,0.7932,0.0063,
ENSMUST00000077407.11,ENSMUSG00000031865.16,Dctn1,1,0.9301,1,1.1555,1,1.0042,1,1.0703,0.9999,0.7836,0.9999,0.9832,
ENSMUST00000077408.7,ENSMUSG00000057667.7,Bloc1s3,1,1.0170,1,0.7878,1,1.0164,1,0.7883,0.9999,0.5931,0.9999,0.8711,
ENSMUST00000077422.11,ENSMUSG00000034800.15,Zfp661,1,0.5201,1,1.4850,1,0.8120,1,0.9513,0.4799,0.2615,0.9999,0.9916,
ENSMUST00000077440.12,ENSMUSG00000003847.16,Nfat5,1,0.9865,1,0.8468,1,3.4720,1,0.2406,0.9999,0.9767,0.9999,0.8205,
ENSMUST00000077451.13,ENSMUSG00000017686.17,Rhot1,1,2.0064,1,1.4464,1,0.7619,1,3.8087,0.9999,0.6294,0.9999,0.0367,
ENSMUST00000077453.12,ENSMUSG00000021559.14,Dapk1,1,1.0327,1,1.4306,1,1.1324,1,1.3046,0.9999,0.2473,0.9999,0.8282,
ENSMUST00000077462.7,ENSMUSG00000021040.15,Slirp,1,1.4839,1,0.9661,1,1.4295,1,1.0028,0.9999,0.9999,0.9999,0.9990,
ENSMUST00000077472.9,ENSMUSG00000030930.14,Chst15,1,1.1921,1,2.0104,1,6.9738,1,0.3437,0.9999,0.9999,0.9043,0.8937,
ENSMUST00000077477.11,ENSMUSG00000061207.11,Stk19,1,0.8441,1,1.0636,1,1.0674,1,0.8411,0.9999,0.9476,0.9999,0.9277,
ENSMUST00000077485.10,ENSMUSG00000029587.16,Zfp12,1,1.3685,1,1.4062,1,1.3123,1,1.4664,0.9999,0.9093,0.9999,0.9739,
ENSMUST00000077535.4,ENSMUSG00000024446.13,Rpp21,1,2.4130,1,0.8410,1,0.8136,1,2.4942,0.9999,0.9999,0.9999,0.8750,
ENSMUST00000077548.11,ENSMUSG00000062127.11,Cttnbp2nl,1,0.6015,1,1.0981,1,1.6129,1,0.4095,0.9999,0.9816,0.9999,0.8467,
ENSMUST00000077577.7,ENSMUSG00000023004.8,Tuba1b,1,1.0464,1,0.7844,1,1.0099,1,0.8128,0.9999,0.0009,0.9999,0.2078,
ENSMUST00000077605.11,ENSMUSG00000022884.16,Eif4a2,1,1.0991,1,1.4153,1,1.1393,1,1.3653,0.9999,0.0167,0.9999,0.3743,
ENSMUST00000077609.11,ENSMUSG00000030795.18,Fus,1,0.8734,1,0.7521,1,0.8780,1,0.7481,0.9999,0.4524,0.9999,0.7976,
